budget,genre,gross,name,rating,released,runtime,votes,winner
4000000,Drama,743445,"Sister, Sister",R,2/9/88,91,695,0
0,Comedy,1584970,Making Mr. Right,PG-13,4/3/87,98,2101,0
0,Horror,225132,White of the Eye,R,5/20/88,100,1342,0
0,Drama,2189047,Russkies,PG,11/6/87,100,1126,0
15000000,Comedy,5711976,Surrender,PG,10/9/87,105,692,0
0,Comedy,1083282,Housekeeping,PG,1/1/88,116,1596,0
0,Drama,213901,The Year My Voice Broke,PG-13,10/17/87,103,1647,0
0,Crime,187920,Hell High,R,5/12/89,84,464,0
0,Drama,949451,A Man in Love,R,9/1/87,125,442,0
0,Comedy,9518342,From the Hip,PG,2/6/87,111,1826,0
0,Comedy,1025762,Cross My Heart,R,11/13/87,90,883,0
0,Adventure,3390043,Big Shots,PG-13,10/2/87,94,654,0
14000000,Comedy,20240502,Critical Condition,R,1/16/87,100,2453,0
0,Action,41174,Cyclone,R,6/5/87,89,692,0
0,Comedy,2136381,Morgan Stewart's Coming Home,PG-13,2/20/87,100,768,0
0,Action,285885,Cold Steel,R,4/9/88,91,592,0
0,Comedy,21905,Zombie High,R,10/2/87,93,716,0
0,Comedy,112560,Intervista,Not specified,11/6/92,100,1926,0
0,Comedy,3922273,My Demon Lover,PG-13,4/24/87,90,945,0
0,Fantasy,355253,Rumpelstiltskin,G,4/1/87,84,444,0
0,Action,307000,World Gone Wild,R,4/22/88,100,543,0
0,Action,197791,Enemy Territory,R,5/22/87,89,570,0
0,Drama,901364,Julia and Julia,R,2/5/88,98,667,0
0,Drama,119919,Crazy Love,Not specified,1/1/87,90,949,0
12000000,Drama,2325444,Weeds,R,10/16/87,115,717,0
0,Drama,760539,The Grand Highway,R,3/25/87,104,1208,0
0,Drama,1155020,Peter Kenna's The Good Wife,R,5/14/87,100,435,0
0,Action,295000,Rent-a-Cop,R,1/15/88,96,1347,0
0,Comedy,823243,Boyfriends and Girlfriends,PG,7/15/88,103,2657,0
0,Comedy,1196336,Sammy and Rosie Get Laid,Not specified,10/30/87,101,1226,0
0,Action,4546244,Death Before Dishonor,R,2/20/87,91,659,0
0,Thriller,500283,The Killing Time,R,10/23/87,94,763,0
0,Action,200723,Eat the Rich,R,8/17/87,90,1069,0
0,Action,205507,The Trouble with Spies,PG-13,12/4/87,91,252,0
0,Adventure,22257624,Benji the Hunted,G,6/5/87,88,2244,0
0,Crime,1730337,The Rosary Murders,R,4/14/88,105,960,0
0,Comedy,1092911,Swimming to Cambodia,R,4/1/87,85,1763,0
0,Comedy,1392616,Penitentiary III,R,9/4/87,90,372,0
0,Action,1327740,Steele Justice,R,7/9/87,95,403,0
0,Comedy,215073,Four Adventures of Reinette and Mirabelle,NOT RATED,7/19/89,95,1331,0
0,Comedy,790000,Beyond Therapy,R,4/1/87,93,944,0
15000000,Comedy,73707461,Beetlejuice,PG,3/30/88,92,206997,2
39000000,Comedy,128152300,Coming to America,R,6/29/88,116,130485,1
9000000,Horror,33244684,Child's Play,R,11/9/88,87,67682,0
28000000,Action,83008852,Die Hard,R,7/20/88,131,647000,1
35000000,Action,57269863,Willow,PG,5/20/88,126,86056,1
3000000,Comedy,1108462,Heathers,R,3/31/89,103,67238,0
25000000,Drama,172825435,Rain Man,R,12/16/88,133,408473,2
4000000,Action,13008928,They Live,R,11/4/88,94,83379,0
70000000,Animation,156452370,Who Framed Roger Rabbit,PG,6/22/88,104,153513,2
0,Animation,553171,Akira,R,7/16/88,124,118747,0
18000000,Comedy,114968774,Big,PG,6/3/88,104,164257,1
20000000,Comedy,78222753,Cocktail,R,7/29/88,104,65825,0
5000000,Drama,11990401,Cinema Paradiso,R,2/23/90,155,171600,2
19000000,Horror,8247943,The Blob,R,8/5/88,95,24931,0
3500000,Fantasy,4385516,Pumpkinhead,R,1/13/89,86,15572,0
7500000,Comedy,63493712,A Fish Called Wanda,R,8/5/88,108,114144,2
2000000,Comedy,15625095,Killer Klowns from Outer Space,PG-13,5/27/88,88,25440,0
30000000,Action,38413606,Midnight Run,R,7/20/88,126,58318,0
3000000,Horror,11090735,Hellbound: Hellraiser II,R,12/23/88,97,33241,0
15000000,Crime,34603943,Mississippi Burning,R,1/27/89,128,70539,2
12000000,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,12/2/88,85,124515,0
1100000,Action,11806119,Bloodsport,R,4/29/88,92,63368,0
28000000,Comedy,64000000,Working Girl,R,12/21/88,113,44277,2
14000000,Action,109305000,Crocodile Dundee II,PG,5/25/88,108,46738,0
12500000,Animation,48092846,The Land Before Time,G,11/18/88,69,66623,0
15000000,Comedy,111936400,Twins,PG,12/9/88,107,94295,0
14000000,Drama,34700000,Dangerous Liaisons,R,2/24/89,119,55823,2
17000000,Drama,10006806,The Unbearable Lightness of Being,R,2/5/88,171,28868,1
0,Adventure,3500000,The Big Blue,R,8/19/88,168,40755,0
0,Comedy,57041866,Beaches,PG-13,1/13/89,123,19613,1
5000000,Horror,17768757,Halloween 4: The Return of Michael Myers,R,10/21/88,88,32498,0
13000000,Action,45661556,Young Guns,R,8/12/88,107,45768,0
29000000,Action,34994648,Red Heat,R,6/17/88,104,53769,0
6000000,Comedy,12793213,Mystic Pizza,R,10/21/88,104,20071,0
63000000,Action,53715611,Rambo III,R,5/25/88,102,99555,0
6000000,Drama,32069318,Acusados,R,10/14/88,111,26126,0
7000000,Drama,7630564,The Last Temptation of Christ,R,3/12/04,164,42782,1
2000000,Comedy,6671108,Hairspray,PG,2/26/88,92,17169,0
0,Comedy,42039085,Dirty Rotten Scoundrels,PG,12/14/88,110,54129,0
13000000,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,8/19/88,93,39701,0
0,Drama,13994920,Stand and Deliver,PG,3/11/88,103,13270,1
24000000,Comedy,41455230,The Great Outdoors,PG,6/17/88,91,31340,0
0,Drama,1547397,Two Moon Junction,R,4/29/88,104,4303,0
7000000,Comedy,50888729,Bull Durham,R,6/15/88,108,39369,1
7500000,Action,18869631,Above the Law,R,4/22/88,99,24061,0
10000000,Comedy,3916303,Earth Girls Are Easy,PG,5/12/89,100,17315,0
31000000,Animation,74151346,Oliver & Company,G,11/18/88,74,35531,0
31000000,Action,37903295,The Dead Pool,R,7/13/88,91,33312,0
7500000,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,9/30/88,96,9751,0
32000000,Comedy,60328558,Scrooged,PG-13,11/23/88,101,68098,1
23000000,Crime,41292551,Tequila Sunrise,R,12/2/88,115,24708,1
20000000,Crime,17637950,Frantic,R,2/26/88,120,41608,0
2800000,Horror,19170001,Friday the 13th Part VII: The New Blood,R,5/13/88,88,23959,0
8000000,Comedy,22433275,License to Drive,PG-13,7/6/88,88,14929,0
46630000,Adventure,8083123,The Adventures of Baron Munchausen,PG,3/10/89,126,43852,1
13000000,Drama,9134733,Dead Ringers,R,9/23/88,116,32130,0
10500000,Horror,14114488,Poltergeist III,PG-13,6/10/88,98,14165,0
7500000,Comedy,2983784,Fright Night Part 2,R,5/19/89,104,9005,0
3000000,Action,13030057,I'm Gonna Git You Sucka,R,2/23/89,88,10455,0
22000000,Comedy,17550399,Johnny Be Good,R,3/25/88,91,5006,0
1100000,Action,671382,Maniac Cop,R,5/13/88,85,10850,0
10000000,Comedy,21486757,Married to the Mob,R,8/19/88,104,13416,1
6000000,Action,46616067,Colors,R,4/29/88,120,20490,0
17000000,Comedy,8578231,El Hotel de los Fantasmas,PG-13,11/18/88,99,6979,0
3000000,Crime,2835116,Running on Empty,PG-13,9/9/88,116,11312,1
1200000,Comedy,3109904,Night of the Demons,R,10/14/88,90,9897,0
13000000,Adventure,6424112,Mac and Me,PG,8/12/88,95,8043,0
4500000,Comedy,3813293,Critters 2,PG-13,4/29/88,86,11122,0
20000000,Comedy,13854000,My Stepmother Is an Alien,PG-13,12/9/88,105,22281,0
6200000,Comedy,9205924,Return of the Living Dead II,R,1/15/88,89,14998,0
0,Comedy,21630088,Short Circuit 2,PG,7/6/88,110,19841,0
22000000,Biography,24720479,Gorillas in the Mist,PG-13,10/7/88,129,20378,1
2000000,Comedy,725131,Vampire's Kiss,R,6/2/89,103,10474,0
0,Comedy,6264058,A Night in the Life of Jimmy Reardon,R,2/26/88,90,2177,0
0,Comedy,401421,Some Girls,R,9/9/88,94,2369,0
2500000,Comedy,1189315,The Lair of the White Worm,R,10/21/88,93,7908,0
0,Comedy,808114,Waxwork,R,6/17/88,95,8703,0
7000000,Fantasy,19595031,The Serpent and the Rainbow,R,2/5/88,98,18528,0
5000000,Family,3569939,Las travesuras de una pelirojja,G,7/29/88,100,3474,0
6000000,Drama,5680515,Eight Men Out,PG,9/2/88,119,15946,0
4700000,Fantasy,1705139,Lady in White,PG-13,4/22/88,113,5135,0
700000,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,11/11/88,88,27755,1
0,Comedy,16031707,She's Having a Baby,PG-13,2/5/88,106,9676,0
3000000,Action,7282851,Phantasm II,R,7/8/88,97,10789,0
25000000,Drama,16118077,Luces de una gran ciudad,R,4/1/88,107,6165,0
0,Action,20036242,The Presidio,R,6/10/88,97,13900,0
0,Comedy,40150487,Big Business,PG,6/10/88,97,9728,0
7000000,Drama,5344577,Monkey Shines,R,7/29/88,113,8595,0
19000000,Comedy,25537221,Funny Farm,PG,6/3/88,101,16321,0
0,Comedy,8539181,Without a Clue,PG,10/21/88,107,7846,0
16000000,Action,25216243,Alien Nation,R,10/7/88,91,12143,0
0,Drama,5979011,1969,R,11/18/88,95,3154,0
0,Comedy,2955917,976-EVIL,R,3/24/89,92,3769,0
7000000,Action,20257000,Action Jackson,R,2/12/88,96,8065,0
22000000,Comedy,13825794,The Milagro Beanfield War,R,3/18/88,117,5289,2
23000000,Biography,19652638,Tucker: The Man and His Dream,PG,8/12/88,110,12469,0
0,Comedy,4239831,Police Academy 5: Assignment: Miami Beach,PG,3/18/88,90,27482,0
6500000,Comedy,14545844,School Daze,R,2/12/88,121,5042,0
0,Comedy,13664060,Vice Versa,PG,3/11/88,98,7667,0
3700000,Action,1145404,Miracle Mile,R,5/19/89,87,6985,0
0,Comedy,280015,Time of the Gypsies,R,2/9/90,142,19943,0
0,Drama,32632093,The Accidental Tourist,PG,1/6/89,121,13051,2
17500000,Adventure,18924919,Cocoon: The Return,PG,11/23/88,116,12956,0
0,War,161004,The Beast of War,R,9/7/88,111,7675,0
4000000,Drama,670774,Apartment Zero,R,9/15/89,124,3259,0
0,Drama,18875011,The Seventh Sign,R,4/1/88,97,11102,0
0,Drama,15855828,Masquerade,R,3/11/88,100,2628,0
10000000,Drama,1562749,Another Woman,PG,11/18/88,81,10826,0
9000000,Biography,2181286,Bird,R,9/30/88,161,9685,2
0,Comedy,424773,Drowning by Numbers,R,6/1/91,118,6671,0
15000000,Drama,6908797,A Cry in the Dark,PG-13,11/11/88,120,7622,1
20000000,Comedy,43184798,Biloxi Blues,PG-13,3/25/88,106,12590,0
4000000,Drama,3468572,Talk Radio,R,1/13/89,110,10745,0
0,Adventure,31753898,The Bear,PG,10/27/89,96,13980,1
0,Comedy,12277096,Casual Sex?,R,4/22/88,97,3279,0
20000000,Comedy,11798302,Caddyshack II,PG,7/22/88,98,12956,0
18000000,Adventure,1883811,Vibes,PG,8/5/88,99,2850,0
0,Action,29300090,Shoot to Kill,R,2/12/88,110,9882,0
0,Comedy,17514553,For Keeps?,PG-13,1/15/88,90,3277,0
0,Comedy,11536599,Young Einstein,PG,8/4/89,91,7621,0
0,Crime,9974446,Criminal Law,R,4/28/89,117,2928,0
0,Comedy,8253123,Satisfaction,PG-13,2/12/88,92,2958,0
19000000,Drama,25816139,Betrayed,R,8/26/88,127,4580,0
0,Drama,8674093,Clean and Sober,R,8/10/88,124,4875,0
0,Action,940173,Al borde del terror,R,12/2/88,91,3376,0
16000000,Action,4192440,Escorpion rojo,R,4/21/89,105,6925,0
0,Mystery,12706478,D.O.A.,R,3/18/88,96,8364,0
0,Crime,960040,Appointment with Death,PG,4/27/88,100,2554,0
0,Crime,2080046,Salaam Bombay!,NOT RATED,10/7/88,113,7139,1
0,Drama,3966256,Bat*21,R,10/21/88,105,6651,0
0,Adventure,13687027,Return to Snowy River,PG,4/15/88,110,1943,0
6000000,Horror,40397,Pulse,PG-13,3/4/88,95,1781,0
0,Drama,7467504,Stealing Home,PG-13,8/26/88,98,3633,0
0,Comedy,10815378,Moving,R,3/4/88,89,4139,0
0,Comedy,2567099,18 Again!,PG,4/8/88,93,3573,0
14000000,Drama,6640346,Fresh Horses,PG-13,11/18/88,105,1439,0
0,Comedy,4865997,Torch Song Trilogy,R,12/14/88,120,5834,0
5000000,Action,3588626,Dead Heat,R,6/29/88,86,5127,0
210000,Comedy,107352,Not of This Earth,R,5/20/88,81,1724,0
15000000,Drama,1733070,Little Nikita,PG,3/18/88,98,4132,0
15000000,Comedy,21032267,Punchline,R,10/7/88,128,6938,0
0,Action,5855392,The Rescue,PG,8/5/88,100,920,0
0,Action,6193901,Braddock: Missing in Action III,R,1/22/88,101,4679,0
0,Action,10497324,Iron Eagle II,PG,11/11/88,100,4195,0
0,Biography,201055,Camille Claudel,R,12/21/89,158,5243,1
0,Adventure,15122324,Big Top Pee-wee,PG,7/22/88,86,7756,0
0,Crime,1791328,Stormy Monday,R,5/1/88,93,2958,0
0,Drama,303624,The Chocolate War,R,11/18/88,100,1784,0
0,Crime,8440,As Tears Go By,Not specified,5/2/08,102,6485,0
0,Drama,1938049,Spellbinder,R,9/23/88,99,1633,0
8000000,Drama,784990,The Boost,R,12/23/88,95,1629,0
20000000,Comedy,11444204,Moon Over Parador,PG-13,9/9/88,103,4778,0
6000000,Comedy,28202109,Ernest Saves Christmas,PG,11/11/88,95,8513,0
0,Drama,2326900,A World Apart,PG,6/17/88,100,1234,0
3000000,Crime,1884315,Cop,R,3/11/88,110,3419,0
0,Comedy,540000,Buster,R,11/23/88,91,2767,1
4000000,Comedy,16262415,Crossing Delancey,PG,9/16/88,97,2935,0
0,Drama,241278,Paperhouse,PG-13,2/17/89,92,4568,0
0,Drama,5194491,Clara's Heart,PG-13,10/7/88,100,1821,0
6000000,Action,10068039,Shakedown,R,5/6/88,93,2087,0
19000000,Comedy,11005304,The Couch Trip,R,1/15/88,97,3961,0
0,Animation,370698,Gandahar,PG,3/2/88,78,3196,0
8000000,Drama,1893139,Permanent Record,PG-13,4/22/88,91,1550,0
6000000,Drama,1869148,The Kiss,R,10/14/88,101,1258,1
0,Romance,410109,36 fillette,Not specified,1/6/89,88,938,0
0,Action,5301200,Hero and the Terror,R,8/26/88,96,2626,0
0,Comedy,6436211,Hot to Trot,PG,8/26/88,100,2666,0
0,Drama,12638294,Everybody's All-American,R,11/4/88,127,2558,0
0,Drama,229556,Judgement in Berlin,PG,5/6/88,96,571,0
0,Comedy,717376,And God Created Woman,R,3/4/88,100,1487,0
0,Comedy,1192322,High Hopes,PG,2/24/89,108,3235,0
14000000,Drama,4764606,The Good Mother,R,11/4/88,100,1361,0
19000000,Crime,4594452,Sunset,R,4/29/88,102,3333,1
0,Crime,191051,For Queen & Country,R,5/19/89,105,1851,0
0,Drama,113275,Heart of Midnight,R,3/3/89,93,908,0
0,Drama,187349,Rocket Gibraltar,PG,9/2/88,99,1594,0
1000000,Crime,492519,Jack's Back,R,5/6/88,97,1968,0
0,Comedy,343786,Tapeheads,R,10/21/88,93,3411,0
0,Drama,1560700,A Handful of Dust,PG,6/24/88,100,1519,1
5000000,Drama,429028,Track 29,R,7/12/88,100,1563,0
0,Romance,8892589,Salsa,PG,5/6/88,98,900,0
4000000,Horror,9797098,Bad Dreams,R,4/8/88,84,2583,0
0,Comedy,111987,Stars and Bars,R,3/18/88,94,689,0
0,Comedy,344375,It Takes Two,PG-13,7/13/88,81,519,0
0,Biography,1223326,Patty Hearst,R,9/23/88,108,1064,0
0,Comedy,14681192,Arthur 2: On the Rocks,PG,7/8/88,113,5270,0
13000000,Comedy,5509417,Heartbreak Hotel,PG-13,9/30/88,97,1017,0
0,Drama,438483,Story of Women,Not specified,2/1/90,108,3109,0
0,Comedy,124880,The In Crowd,PG,2/1/88,95,640,0
0,Action,426965,Last Rites,R,11/18/88,103,867,0
0,Action,3074681,Messenger of Death,R,10/21/88,91,1806,0
0,War,1348771,Platoon Leader,R,10/1/88,97,1193,0
0,Comedy,2011497,The Moderns,R,5/1/88,126,1410,0
18000000,Comedy,9129999,Switching Channels,PG,3/4/88,105,2789,0
0,Drama,2317091,Chocolat,PG-13,5/1/89,105,2217,1
0,Drama,315421,Crusoe,PG-13,3/31/89,91,759,0
0,Drama,688329,"Distant Voices, Still Lives",PG-13,11/18/88,85,2626,0
0,Drama,462813,A Summer Story,PG-13,7/23/88,95,738,0
0,Comedy,1152786,The Wrong Guys,PG,5/13/88,100,637,0
0,Action,7242035,Off Limits,R,3/11/88,102,2154,0
0,Comedy,3838793,Feds,PG-13,10/28/88,90,2530,0
14000000,Thriller,459824,The House on Carroll Street,PG,3/4/88,101,1844,0
0,Action,159969,Taffin,R,2/26/88,96,1194,0
0,Drama,3076031,Dominick and Eugene,PG-13,9/28/88,111,2409,0
0,Biography,331469,Salome's Last Dance,R,6/1/88,89,1110,0
13000000,Comedy,259019,Illegally Yours,PG,5/13/88,102,734,0
0,Drama,422667,Tiger Warsaw,R,5/12/88,100,615,0
0,Crime,2432536,Kansas,R,9/23/88,100,766,0
0,Comedy,1221366,Mr. North,PG,7/22/88,93,1077,0
0,Horror,6337299,The Unholy,R,4/22/88,102,1123,0
0,Action,188964,Miles from Home,R,9/16/88,108,1117,0
0,Comedy,3527886,Things Change,PG,10/21/88,100,2644,0
5000000,Action,807947,Bulletproof,R,3/4/88,93,1057,0
12000000,Comedy,3965604,Memories of Me,PG-13,10/7/88,100,789,0
0,Comedy,3790493,Sweet Hearts Dance,R,9/23/88,100,680,0
1600000,Comedy,419428,Out of the Dark,R,5/5/89,89,593,0
0,Adventure,346297,The Deceivers,PG-13,9/2/88,102,795,0
7000000,Horror,136203,Cameron's Closet,R,1/13/89,100,704,0
0,Action,1333379,The Navigator: A Medieval Odyssey,PG,12/15/88,90,2661,0
0,Comedy,169785,Pass the Ammo,R,3/4/88,93,414,0
16400000,Comedy,95860116,Dead Poets Society,PG,6/9/89,128,301100,2
35000000,Action,251188924,Batman,PG-13,6/23/89,126,288860,2
11500000,Horror,57469179,Pet Sematary,R,4/21/89,103,70178,0
48000000,Action,197171806,Indiana Jones and the Last Crusade,PG-13,5/24/89,127,566432,2
40000000,Animation,111543479,The Little Mermaid,G,11/17/89,83,188455,2
55000000,Action,63408614,Tango & Cash,R,12/22/89,104,81242,0
17000000,Action,30050028,Road House,R,5/19/89,114,47394,0
27000000,Comedy,71320000,National Lampoon's Christmas Vacation,PG-13,12/1/89,97,115848,0
10000000,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,2/17/89,90,90901,0
0,Drama,64431625,Field of Dreams,PG,5/5/89,107,91800,1
40000000,Adventure,118500000,Back to the Future Part II,PG,11/22/89,108,377402,1
70000000,Adventure,54461047,The Abyss,PG-13,8/9/89,145,140371,2
15000000,Comedy,66758538,Uncle Buck,PG,8/16/89,100,68231,0
6500000,Comedy,27545445,Do the Right Thing,R,7/21/89,120,65617,1
0,Adventure,30218387,Weekend at Bernie's,PG-13,7/5/89,97,40910,0
18000000,Biography,26830000,Glory,R,2/16/90,122,107207,2
16000000,Comedy,92823600,When Harry Met Sally...,R,7/21/89,96,161347,1
0,Comedy,83759091,Steel Magnolias,PG,11/22/89,117,37333,1
37000000,Action,112494738,Ghostbusters II,PG,6/16/89,108,152597,0
0,Comedy,20781385,Say Anything...,PG-13,4/14/89,100,70820,0
7500000,Comedy,140088813,Look Who's Talking,PG-13,10/13/89,93,67535,0
25000000,Adventure,15704614,Leviathan,R,3/17/89,98,14315,1
18000000,Adventure,130724172,"Honey, I Shrunk the Kids",PG,6/23/89,93,116845,0
11000000,Comedy,49797148,Major League,R,4/7/89,107,52280,0
14000000,Biography,70001698,Born on the Fourth of July,R,1/5/90,145,82727,2
0,Action,38956288,The Karate Kid Part III,PG,6/30/89,112,38560,0
0,Comedy,36602000,The 'Burbs,PG,2/17/89,101,55800,0
31000000,Comedy,100047830,Parenthood,PG-13,8/2/89,124,37913,1
28000000,Action,147253986,Lethal Weapon 2,R,7/7/89,114,137637,1
32000000,Action,34667015,Licence to Kill,PG-13,7/14/89,133,79153,0
0,Drama,11060485,Wild Orchid,R,4/27/90,105,9667,0
0,Biography,14743391,My Left Foot,R,3/30/90,103,54654,2
0,Adventure,793775,Little Monsters,PG,8/25/89,100,8801,0
31000000,Fantasy,43858790,Always,PG,12/22/89,122,23834,0
1200000,Drama,24741700,"Sex, Lies, and Videotape",R,9/22/89,100,40625,0
10000000,Drama,31906454,Lean on Me,PG-13,3/3/89,108,15445,0
0,Crime,7724701,"The Cook, the Thief, His Wife & Her Lover",NC-17,4/6/90,124,28906,0
27800000,Action,52210049,Star Trek V: The Final Frontier,PG,6/9/89,107,47303,0
7500000,Drama,106593296,Driving Miss Daisy,PG,1/26/90,99,79478,2
10000000,Action,2777280,Gleaming the Cube,PG-13,1/13/89,100,5688,0
22500000,Crime,18671317,Casualties of War,R,8/18/89,113,35439,0
0,Comedy,27843,Teen Witch,PG-13,4/28/89,90,6711,0
18000000,Comedy,46908987,"See No Evil, Hear No Evil",R,5/12/89,103,40102,0
1500000,Action,14697005,Kickboxer,R,9/8/89,97,40427,0
6000000,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,R,8/11/89,89,32517,0
3000000,Horror,11642254,Halloween 5,R,10/13/89,96,25314,0
0,Comedy,71079915,Turner & Hooch,PG,7/28/89,97,52638,0
0,Horror,7825009,Terror a bordo,R,4/7/89,96,31343,0
5000000,Adventure,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,R,7/28/89,100,25441,0
30000000,Comedy,60864870,Harlem Nights,R,11/17/89,116,15602,1
30000000,Action,46212055,Black Rain,R,9/22/89,125,42038,1
13800000,Animation,27100027,All Dogs Go to Heaven,G,11/17/89,84,29118,0
500000,Action,10166459,Cyborg,R,4/7/89,86,24943,0
8000000,Comedy,35150960,Fletch Lives,PG,3/17/89,95,16426,0
6000000,Adventure,14278900,The Wizard,PG,12/15/89,96,11308,0
0,Comedy,86888546,The War of the Roses,R,12/8/89,116,40673,0
9000000,Action,10161099,Henry V,PG-13,11/8/89,137,24726,2
18000000,Adventure,8508843,Troop Beverly Hills,PG,3/24/89,105,7942,0
19000000,Crime,58571513,Sea of Love,R,9/15/89,113,32138,0
5000000,Action,1700000,Best of the Best,PG-13,11/10/89,97,10215,0
0,Horror,20021322,The Fly II,R,2/10/89,105,18023,0
0,Action,8220000,Blue Steel,R,3/16/90,102,9921,0
0,Comedy,3960327,Loverboy,PG-13,4/28/89,98,5949,0
33000000,Drama,1132112,Valmont relaciones peligrosas,R,11/17/89,137,10789,0
2500000,Crime,4729352,Drugstore Cowboy,R,10/20/89,102,26923,0
0,Comedy,4087361,Tie Me Up! Tie Me Down!,NC-17,4/12/90,101,19654,0
0,Comedy,5552441,Dream a Little Dream,PG-13,3/3/89,114,5231,0
7000000,Action,9094451,Warlock,R,1/11/91,103,12449,0
35000000,Family,1368210,Little Nemo: Adventures in Slumberland,G,8/21/92,85,5800,0
0,Drama,536508,Eddie and the Cruisers II: Eddie Lives!,PG-13,8/18/89,99,2273,0
24000000,Crime,22099847,Lock Up,R,8/4/89,109,32079,0
3000000,Horror,76325,After Midnight,R,11/3/89,90,1173,0
0,Drama,5777099,Millennium,PG-13,8/25/89,108,5238,0
5000000,Comedy,6157157,UHF,PG-13,7/21/89,97,22399,0
13000000,Drama,16823529,The Fabulous Baker Boys,R,10/13/89,114,18751,1
5000000,Comedy,6957975,Shag,PG,7/21/89,98,3203,0
19000000,Comedy,18254702,Crimes and Misdemeanors,PG-13,11/3/89,104,46269,1
2800000,Comedy,367879,Mystery Train,R,11/17/89,110,20241,0
0,Biography,13741060,Great Balls of Fire!,PG-13,6/30/89,108,13448,0
8000000,Action,8143225,DeepStar Six,R,1/13/89,105,7701,0
5000000,Comedy,16554699,Shocker,R,10/27/89,109,12181,0
15000000,Action,40590000,Three Fugitives,PG-13,1/27/89,96,9199,0
0,Comedy,6353913,Shirley Valentine,R,8/30/89,108,5718,1
10000000,Action,2692037,Blind Fury,R,3/16/90,86,11576,0
12000000,Action,15942628,Next of Kin,R,10/20/89,108,7644,0
15000000,Comedy,10763469,New York Stories,PG,3/10/89,124,14652,0
10000000,Action,1272977,Robot Jox,PG,11/21/90,85,4665,0
15000000,Comedy,28890240,The Dream Team,PG-13,4/7/89,113,10768,0
0,Comedy,15351421,She-Devil,PG-13,12/8/89,99,13531,0
4000000,Sci-Fi,192816,The Return of Swamp Thing,PG-13,5/12/89,84,3054,0
0,Crime,12195695,Family Business,R,12/15/89,110,10221,0
